Month,Revenue,Costs,Profit,GrowthRate,ProfitMargin,Year,Month_Num
2018-10-01,1882345,644183,1238162,-57.610370179204104,65.77763374939238,2018,129
2018-11-01,2057639,1356036,701603,9.312533037248748,34.097477740264445,2018,130
2018-12-01,4987099,322635,4664464,142.3699686874131,93.53060767392026,2018,131
2019-01-01,689908,3650461,-2960553,-86.16614588962442,-429.1228685563873,2019,132
2019-02-01,4071259,2922335,1148924,490.1162183943366,28.220361318206482,2019,133
2019-03-01,3752376,1361952,2390424,-7.832540253518627,63.70427697011174,2019,134
2019-04-01,3699327,2083730,1615597,-1.4137442516421572,43.67272749881263,2019,135
2019-05-01,4755510,573974,4181536,28.55067962361804,87.93033765043077,2019,136
2019-06-01,4038421,1806057,2232364,-15.079118748567454,55.27813964913515,2019,137
2019-07-01,2757146,3724298,-967152,-31.727128003742056,-35.07801182817305,2019,138
2019-08-01,1967422,2692609,-725187,-28.642806728406832,-36.85975860796514,2019,139
2019-09-01,1764374,449036,1315338,-10.320510800428174,74.54984033997327,2019,140
2019-10-01,1067412,3426926,-2359514,-39.50194233195457,-221.0499788272944,2019,141
2019-11-01,1219598,3566164,-2346566,14.257475089281368,-192.40487439303772,2019,142
2019-12-01,1144474,407248,737226,-6.159734601073463,64.4161422627338,2019,143
2020-01-01,2837521,2298001,539520,147.93232524286265,19.01377998612169,2020,144
2020-02-01,4131686,1069104,3062582,45.609001660252034,74.12426791387342,2020,145
2020-03-01,4481448,565507,3915941,8.465357725635482,87.38115448399714,2020,146
2020-04-01,4334003,2743785,1590218,-3.2901196220507245,36.69166818758548,2020,147
2020-05-01,2071791,3646383,-1574592,-52.19682589052199,-76.00148856713828,2020,148
2020-06-01,2204342,565290,1639052,6.397894382203617,74.35561269530771,2020,149
2020-07-01,3244825,1331519,1913306,47.201523175623386,58.96484402086399,2020,150
2020-08-01,1046922,4050800,-3003878,-67.73564059695053,-286.92471836488295,2020,151
2020-09-01,3495708,2827452,668256,233.90338535249043,19.11647082651068,2020,152
2020-10-01,4956231,3483425,1472806,41.78046335677923,29.716250110214798,2020,153
2020-11-01,2406764,3953013,-1546249,-51.43963225281469,-64.24597509352807,2020,154
2020-12-01,865134,4287972,-3422838,-64.05405764753004,-395.6425247418319,2020,155
2021-01-01,4117851,3585618,532233,375.9784033456089,12.925018413730852,2021,156
2021-02-01,1486048,2764837,-1278789,-63.91205024174017,-86.05300770903767,2021,157
2021-03-01,1124060,3881222,-2757162,-24.359105493227673,-245.28601676067115,2021,158
2021-04-01,1590429,1215510,374919,41.48968916250022,23.573450936822706,2021,159
2021-05-01,4043672,2130580,1913092,154.25039407606374,47.310761110198854,2021,160
2021-06-01,3293395,822322,2471073,-18.554348621747764,75.0311760356714,2021,161
2021-07-01,3279911,1770579,1509332,-0.4094255320117979,46.017468156910354,2021,162
2021-08-01,1584713,3378080,-1793367,-51.684268262157104,-113.16667434418723,2021,163
2021-09-01,1900656,2115068,-214412,19.936922332308747,-11.280947209805458,2021,164
2021-10-01,769820,3444459,-2674639,-59.49714203938008,-347.43693330908525,2021,165
2021-11-01,1164370,4020077,-2855707,51.252240783559785,-245.25769300136554,2021,166
2021-12-01,2426353,2176430,249923,108.3833317588052,10.300356131197727,2021,167
2022-01-01,4567796,2826549,1741247,88.2576855057776,38.120069285055635,2022,168
2022-02-01,3391085,2749852,641233,-25.76102347828143,18.909375612820085,2022,169
2022-03-01,4964275,3965721,998554,46.391936504098254,20.11480024777032,2022,170
2022-04-01,4313555,2121869,2191686,-13.108057067749067,50.80927448473474,2022,171
2022-05-01,2074590,3185656,-1111066,-51.905330985695095,-53.55593153345962,2022,172
2022-06-01,4177104,385881,3791223,101.34600089656271,90.76199682842467,2022,173
2022-07-01,2955690,3793449,-837759,-29.24068924307367,-28.34393999370705,2022,174
2022-08-01,4148561,600549,3548012,40.358461137670055,85.52392022197577,2022,175
2022-09-01,2342561,3680722,-1338161,-43.53316728378829,-57.12384864257537,2022,176
2022-10-01,4175999,1605523,2570476,78.2663930629768,61.553558801139566,2022,177
2022-11-01,4699015,4230286,468729,12.524332501037485,9.975047962179309,2022,178
2022-12-01,1711721,2317288,-605567,-63.57277003797604,-35.377669608540174,2022,179
2023-01-01,609146,3980630,-3371484,-64.41324257866789,-553.4771631103217,2023,180
2023-02-01,1807852,2061452,-253600,196.78467887829848,-14.02769695749431,2023,181
2023-03-01,4941151,2367122,2574029,173.31612322247616,52.09371257830412,2023,182
2023-04-01,1331510,560619,770891,-73.05263490227277,57.895997776959994,2023,183
2023-05-01,3406265,1042648,2363617,155.81970845130715,69.39028525378971,2023,184
